78	    0.152916    0.218099    0.366001    0.658200    1.156042    1.576581    1.995737    2.249156    2.327492    2.385567
79	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
8	    0.947343    1.381055    2.005960    2.815072    3.698996    4.308798    4.603521    4.141346    2.937751    2.472674
80	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
81	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
82	    0.325676    0.495588    0.991202    1.569201    2.129872    2.817485    3.354493    3.365695    2.548551    2.339201
83	    0.297077    0.475780    0.962680    1.622384    2.193923    2.821351    3.274709    3.029029    2.278714    1.278507
84	    0.297077    0.475780    0.962680    1.622384    2.193923    2.821351    3.274709    3.029029    2.278714    1.278507
85	    0.297077    0.475780    0.962680    1.622384    2.193923    2.821351    3.274709    3.029029    2.278714    1.278507
86	    0.297077    0.475780    0.962680    1.622384    2.193923    2.821351    3.274709    3.029029    2.278714    1.278507
87	    0.297077    0.475780    0.962680    1.622384    2.193923    2.821351    3.274709    3.029029    2.278714    1.278507
88	    0.301975    0.467913    0.968614    1.618339    2.212929    2.868135    3.399627    3.312255    2.433273    2.219638
89	    0.301975    0.467913    0.968614    1.618339    2.212929    2.868135    3.399627    3.312255    2.433273    2.219638
9	    0.848131    1.286904    2.093733    3.392541    5.273503    8.498468   12.185824   14.217175   15.158109   15.913393
